666.625,153.449,8.594,90.000,84.851,-0.000,1 ,8
666.625,153.449,8.594,90.000,84.851,-0.000,1 ,8
666.625,153.449,8.594,90.000,84.851,-0.000,1 ,8
666.625,153.449,8.594,90.000,84.851,-0.000,1 ,8
666.568,153.449,8.548,90.000,84.775,-0.000,1 ,8
665.092,153.449,7.301,90.000,82.778,0.000,1 ,8
661.772,153.449,4.145,90.000,78.044,-0.000,1 ,8
658.659,153.449,0.646,90.000,73.204,0.000,1 ,8
657.042,153.449,-1.434,90.000,70.481,0.000,1 ,8
654.263,153.449,-5.563,90.000,65.335,0.000,1 ,8
651.984,153.449,-9.686,90.000,60.468,0.000,1 ,8
650.055,153.449,-14.012,90.000,55.575,0.000,1 ,8
649.229,153.449,-16.234,90.000,53.126,0.000,1 ,8
647.867,153.449,-20.773,90.000,48.230,0.000,1 ,8
646.850,153.449,-25.705,90.000,43.028,0.000,1 ,8
646.305,153.449,-30.414,90.000,38.132,0.000,1 ,8
646.184,153.449,-32.781,90.000,35.683,0.000,1 ,8
646.262,153.449,-37.816,90.000,30.481,0.000,1 ,8
646.752,153.449,-42.530,90.000,25.585,0.000,1 ,8
647.712,153.449,-47.473,90.000,20.382,0.000,1 ,8
648.312,153.449,-49.692,90.000,17.986,0.000,1 ,8
649.533,153.449,-51.907,90.000,14.617,-0.000,1 ,8
650.238,153.449,-50.189,90.000,14.109,0.000,1 ,8
650.861,153.449,-47.709,90.000,14.109,0.000,1 ,8
651.173,153.449,-46.469,90.000,14.109,0.000,1 ,8
651.835,153.449,-43.835,90.000,14.109,-0.000,1 ,8
652.497,153.449,-41.200,90.000,14.109,-0.000,1 ,8
653.120,153.449,-38.721,90.000,14.109,-0.000,1 ,8
653.432,153.449,-37.481,90.000,14.109,0.000,1 ,8
654.055,153.450,-35.001,90.000,14.109,-0.000,1 ,8
654.717,153.450,-32.367,90.000,14.109,0.000,1 ,8
655.340,153.450,-29.887,90.000,14.109,0.000,1 ,8
655.691,153.450,-28.493,90.000,14.109,0.000,1 ,8
656.314,153.450,-26.013,90.000,14.109,0.000,1 ,8
656.937,153.450,-23.533,90.000,14.109,-0.000,1 ,8
657.560,153.450,-21.054,90.000,14.109,-0.000,1 ,8
657.872,153.450,-19.814,90.000,14.109,-0.000,1 ,8
658.495,153.450,-17.334,90.000,14.109,-0.000,1 ,8
659.157,153.450,-14.700,90.000,14.109,0.000,1 ,8
659.780,153.450,-12.220,90.000,14.109,0.000,1 ,8
660.092,153.450,-10.981,90.000,14.109,-0.000,1 ,8
660.715,153.450,-8.501,90.000,14.109,-0.000,1 ,8
661.377,153.451,-5.867,90.000,14.109,0.000,1 ,8
661.961,153.451,-3.542,90.000,14.109,0.000,1 ,8
662.273,153.451,-2.302,90.000,14.109,0.000,1 ,8
662.935,153.451,0.332,90.000,14.109,0.000,1 ,8
663.558,153.451,2.812,90.000,14.109,-0.000,1 ,8
664.063,153.451,5.123,90.000,13.965,-0.000,1 ,8
663.733,153.451,5.569,90.000,13.150,0.000,1 ,8
661.390,153.451,3.741,90.000,9.528,0.000,1 ,8
658.125,153.451,-0.018,90.000,4.375,0.000,1 ,8
655.361,153.451,-3.833,90.000,-0.493,0.000,1 ,8
653.952,153.451,-6.077,90.000,-3.231,0.000,1 ,8
651.590,153.451,-10.490,90.000,-8.402,0.000,1 ,8
650.057,153.451,-13.998,90.000,-12.358,0.000,1 ,8
648.423,153.451,-18.737,90.000,-17.537,0.000,1 ,8
647.803,153.451,-21.016,90.000,-19.977,0.000,1 ,8
646.857,153.451,-25.643,90.000,-24.856,0.000,1 ,8
646.307,153.451,-30.335,90.000,-29.736,0.000,1 ,8
646.159,153.451,-35.056,90.000,-34.616,0.000,1 ,8
646.235,153.451,-37.416,90.000,-37.056,0.000,1 ,8
646.731,153.451,-42.410,90.000,-42.240,0.000,1 ,8
647.608,153.451,-47.050,90.000,-47.119,0.000,1 ,8
648.683,153.451,-50.995,90.000,-51.343,0.000,1 ,8
648.965,153.451,-51.869,90.000,-52.292,0.000,1 ,8
649.063,153.451,-52.161,90.000,-52.610,0.000,1 ,8
