0.000,-0.000,0.917,90.000,84.851,-0.000
-0.014,0.000,0.906,90.000,84.832,-0.000
-1.099,0.000,0.000,90.000,83.372,-0.000
-4.029,-0.000,-2.699,90.000,79.254,-0.000
-5.659,-0.000,-4.382,90.000,76.834,0.000
-8.876,-0.000,-8.177,90.000,71.691,0.000
-11.583,0.000,-11.999,90.000,66.850,0.000
-14.102,0.000,-16.311,90.000,61.688,0.000
-15.157,0.000,-18.427,90.000,59.246,0.000
-17.097,0.000,-23.073,90.000,54.045,0.000
-18.532,0.000,-27.591,90.000,49.148,0.000
-19.628,-0.000,-32.506,90.000,43.946,0.000
-19.988,-0.000,-34.848,90.000,41.498,0.000
-20.420,-0.000,-39.866,90.000,36.295,0.000
-20.410,-0.000,-44.605,90.000,31.399,0.000
-19.956,-0.000,-49.620,90.000,26.197,0.000
