391.633,-375.476,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
391.633,-375.476,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
391.736,-375.450,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
391.783,-375.439,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
394.542,-374.757,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
398.919,-373.675,32.600,-180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
404.354,-372.332,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
409.013,-371.181,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
414.836,-369.742,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
419.883,-368.495,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
425.707,-367.056,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
430.754,-365.809,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
435.801,-364.561,32.600,-180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
441.236,-363.218,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
446.633,-361.823,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
450.972,-359.675,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
453.034,-354.776,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
451.830,-348.680,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
450.300,-342.486,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
448.482,-335.131,32.600,-180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
446.187,-325.841,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
443.891,-316.550,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
442.073,-309.195,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
440.160,-301.453,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
438.151,-293.324,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
435.856,-284.033,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
435.090,-280.937,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
433.389,-274.830,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
430.352,-269.031,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
425.883,-266.424,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
422.558,-266.893,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
416.356,-268.419,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
410.151,-269.952,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
403.559,-271.581,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
400.069,-272.444,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
393.865,-273.977,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
387.660,-275.510,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
384.170,-276.372,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
378.354,-277.809,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
372.313,-279.618,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
367.620,-283.074,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
366.949,-288.485,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
367.670,-291.575,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
369.206,-297.788,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
370.645,-303.613,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
372.181,-309.826,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
372.948,-312.932,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
374.580,-319.534,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
376.115,-325.747,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
377.651,-331.960,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
378.514,-335.454,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
380.146,-342.056,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
381.585,-347.880,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
383.121,-354.094,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
383.888,-357.200,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
385.424,-363.413,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
387.025,-369.573,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
389.825,-374.227,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
391.098,-375.186,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
391.633,-375.476,32.600,180.091,-0.000,13.887,1,8,10347496,17176088,9432276,47131884
